codigo;nome;cidade;endereco;descricao_portugues;descricao_ingles;slogan;ponto_de_contato;email;site;telefone;area;produtos
29;FIGWAL;São José dos Campos;Av. Brigadeiro Faria Lima, 1169 – Pq. Martim Cererê;Agente de Carga Internacional desde 1983, 100% Brasileira, com 17 escritórios próprios em 10 Estados brasileiros. Dedicamos ao gerenciamento de transporte internacional e nacional por via aérea, marítima, sea-air, multimodal e rodoviário para cargas regulares, assim como coordenação de projetos especiais nos mais diversos Setores da Economia, como Aeroespacial Civil e Militar, Científico, Automotivo, Telecomunicação, entre outros. Estamos presentes em mais de 70 países em todos os continentes, com os quais alçamos um nível de excelência no atendimento de suas importações, exportações, desembaraço aduaneiro, serviço porta-a-porta, logística de projetos, contratação de charter e outros. Nossos investimentos em estrutura própria garantem maior solidez nas relações com clientes e parceiros, através do incremento dos serviços disponíveis e consequentemente desta forma alcançando maior confiabilidade e qualidade na prestação em si.;FIGWAL, an entirely Brazilian Company, since 1983 negotiates and handles services in International Freight Forwarding by sea, air, sea-air and multimodal, as well as custom-made projects coordination. Our network is comprised of leading selected agents, many of them with more than a century of experience in our business, operating in over 70 countries throughout all continents. We can provide competitive rates, high standard servicing in import, export, clearance, door-to-door delivery services, logistics, chartering etc. We are certified by all major Brazilian and International Entities such as IATA, FIATA, SNEA, ANAC, BACEN etc. Complementing our activities as a Freight Forwarder with a dedicated and skilled staff in special projects, Figwal has also established co-partnership logistic projects with renowned Universities and Scientific Research Centers in and out of Brazil.;Experiência internacional e flexibilidade brasileira.;Ana Maria Renó Minucci;anamaria.sjk@figwal.com.br;www.figwal.com.br;+55 12 9680-1500;Serviços | Outros;Transporte de carga aérea | Transporte de carga marítima | Heavy Lift | Transporte de carga multimodal | Desenvolvimento de projetos especiais com suporte operacional e logístico
30;FONMART;São Luís;Rua Amazonas, N 23, Chácara Brasil;Fundada em 1988, a FONMART busca continuamente cumprir sua missão, seguindo a visão da corporação, sempre pautada pelos seus princípios e valores, em busca da excelência em fornecer serviços de Tecnologia em Infraestrutura de Engenharia, sempre com elevado padrão de qualidade, garantindo a satisfação total de seus clientes. Seguindo as melhores práticas de Responsabilidade Ambiental e Social, utilizamos em nossos processos métodos de preservação do meio ambiente, a vida, a saúde e a segurança de todos os públicos envolvidos, contribuindo com o desenvolvimento de uma sociedade justa, próspera e sustentável. A FONMART é uma empresa especializada em Projetos, Implantação e Manutenção de Soluções de Tecnologia nas áreas de Engenharia Elétrica, Tecnologia da Informação e Comunicação (TIC), Segurança Eletrônica, Automação, Eficiência Energética, Visualização, Sonorização, Áudio e Vídeo, sendo detentora de um importante acervo de projetos realizados em diversos segmentos dos setores público e privado. Conta com uma equipe especializada, constantemente atualizada e apta a atender de projetos simples aos mais complexos, entregando soluções completas (Turn Key) para as mais diversas necessidades demandadas pelos mais diversos segmentos dos setores público e privado (industrial, portuário, aeroespacial, siderúrgico, mineração, construção civil, entre outros).;Founded in 1988, FONMART continuously seeks to fulfill its mission, following the corporation’s vision, always guided by its principles and values, in search of excellence in providing Technology Services in Engineering Infrastructure, always with high quality standards, guaranteeing satisfaction of your customers. Following the best practices of Environmental and Social Responsibility, we use in our processes methods of preserving the environment, the life, health and safety of all stakeholders involved, contributing to the development of a fair, prosperous and sustainable society. FONMART is a company specializing in Projects, Implementation and Maintenance of Technology Solutions in the areas of Electrical Engineering, Information and Communication Technology (ICT), Electronic Security, Automation, Energy Efficiency, Visualization, Sound, Audio and Video, being the owner of an important collection of projects carried out in different segments of the public and private sectors. It has a specialized team, constantly updated and able to attend from simple to the most complex projects, delivering complete solutions (Turn Key) for the most diverse needs demanded by the most diverse segments of the public and private sectors (industrial, port, aerospace, steel, mining, civil construction, among others).;Levando soluções inteligentes até você;Wendell Freitas da Silveira;comercial@fonmart.com.br;www.fonmart.com.br;+55 98 3255-0700 | +55 98 98413-8135;Infraestrutura | Serviços;Solução Turn Key para Salas de Comando e Controle Técnico e Posições Operacionaisde Centros de Lançamento de Veículos Espaciais
31;GAMATECH SOLUÇÕES TÉRMICAS;São José dos Campos;Rua Córdoba 34, Jd. América;Empresa criada em 2012 para fornecer projetos de sistemas de gerenciamento térmico para aplicações nas áreas Defesa, Aeroespacial e Energia. Participação em mais de 20 projetos aeroespaciais relacionados ao controle térmico de satélites e sondas, desenvolvimento de 5 projetos de gerenciamento térmico de sistemas de vigilância relacionados ao programa SISFRON, e implementação de sistemas de gerenciamento térmico com uso de nanofluidos. P&D, simulação, projeto, fabricação e integração de sistemas de controle de temperatura por princípio ativo e passivos. Solução integrada de sistemas de gerenciamento e dissipação de calor, com uso de tecnologia 100% nacional e códigos computacionais próprios. Utilização de normas internacionais, tais como MIL-STD- 810 e MIL-STD-1540. Elevados níveis de Technology Readiness Level (TRL), o que assegura alta qualidade e confiança nos projetos e seus resultados finais.;Created in 2012 to supply thermal management systems design consultancy for Defense, Aerospace and Energy needs. Participation in more than 20 aerospace thermal control devices projects related to Satellites and Space Probes, development of 5 thermal control projects for surveillance systems related to the SISFRON program, and implementation of thermal management systems using nanofluids. R&D, design, simulation, optimization, manufacturing and integration of active and passive thermal control systems for Defense, Aerospace, Energy and industrial clients. Integrated solution of thermal dissipation and management systems, using 100% national technology and in-house made computer codes Use of international standards, such as MIL-STD-810 and MIL-STD-1540. High Technology Readiness Level (TRL) heritage from previous projects, which ensures high quality and reliability.;Excelência e Inovação em Controle Térmico;Dr. Roger Riehl;roger.riehl@gtts.com.br;www.gtts.com.br;+55 12 3206-4305;Aplicações | Hardware | Software | Serviços;Simulações de sistemas de controle de temperatura ativos e passivos (TRL-8) | Heat Pipes (HPs) (TERL-8) | Loop Heat Pipes (LHPs) (TRL-8) | Pulsating Heat Pipes (PHPs) (TRL-7)
32;GMP Marcatto Indústria e Comércio de Peças LTDA;Mogi das Cruzes;Avenida Ricieri José Marcatto, 990;A GMP Marcatto apresenta soluções completas e de alta tecnologia na USINAGEM, ESTAMPARIA e CALDEIRARIA (leve) de materiais para os mais variados segmentos. Todo o processo de fabricação envolve tecnologia de última geração desde a sua concepção com a utilização do software Siemens NX, até a sua execução em máquinas de 3, 5 eixos, multitarefas, corte a laser, corte a jato d’água, puncionadeira e dobra.;GMP Marcatto presents complete and high-tech solutions in the MACHINING, STAMPING and BOILERMAKING of materials for the most varied segments. All manufacturing process involves latest generation technology, from its conception using Siemens NX software, to its execution in 3, 5 axes, multi-task machines, water cutting machine, laser cutting, punching machine and bending machine.;Alta Tecnologia em Usinagem. A complexidade do seu projeto merece a nossa tecnologia.;Miki Ikari;miki-ikari@hotmail.com;www.gmpmarcatto.com.br;+55 12 98144-2070;Outros;Prestação de Serviços em Usinagem de Precisão, Estamparia e Caldeiraria (leve) de ligas metálicas e não metálicas
33;Grauna Aerospace Ltda.;São José dos Campos;Rua Januaria, 1100;Graúna Aerospace LTDA, fundada em 1990, atua nos mercados Aeronáutico, Espacial e Defesa. Possui certificação na norma AS 9100. Localizada em São José dos Campos, SP, Brasil, área total de 7.240 m2 e área produtiva de 4.380 m2 . No segmento Aeroespacial, fornece peças usinadas e montagem de subconjuntos estruturais rebitados. Entre os anos de 2004 à 2012 forneceu pe- ças de turbinas, para Pratt & Whitney do Ca- nadá. Seu parque tecnológico é composto de. máquinas Multi-Tarefas com até 9 Eixos, Centros de Usinagem horizontais e verticais CNC de 3 e 4 eixos, tornos CNC, retíficas CNC cilíndrica e plana.;Graúna Aerospace LTDA, founded in 1990, operates in the Aeronautical, Spatial and Defense. It is certified to the AS 9100 standard. Located in São José dos Campos, SP, Brazil, total area of 7,240 m2 and a production area of 4,380 m2 . In the Aerospace segments, it provides machined structural parts and assembly of structural subsets through the riveting process. Between 2004 and 2012, he supplied turbine parts for the Canadian company Pratt & Whitney. Its technological park is composed of. Multi-Task machines with up to 9 axe, horizontal and vertical CNC machining centers with 3 and 4 axes, CNC lathes, cylindrical and CNC grinders, flat;Compliance com os padrões;IRINEU CARPINI FILHO;gepack@uol.com.br;www.graunaaerospace.com.br;+55 12 3221-3500;Satélites | Lançadores;Usinagem: Expertise na fabricação de peças usinadas e subconjuntos estruturais montados pelo processo de rebitagem.
34;HOMEM DO ESPAÇO;Nova Friburgo;Rua Aristao Pinto 112 - Centro;Empresa de divulgação da História da Exploração Espacial e da Tecnologia Espacial Em geral. Colaborador da Revista Russkii Kosmos, da Agência Espacial Russa Roscosmos, como artista gráfico especializado em tecnologia espacial russa-soviética (único colaborador estrangeiro da publicação). O responsável é desenhista mecânico, analista de sistemas e historiador especializado em Astronáutica. O Homem do Espaço produz peças gráficas (renderizações 3D) de foguetes, mísseis militares e satélites sob encomenda. As renderizações têm 3000 pixels de largura, com fundo transparente para impressão. Constrói maquetes de foguetes e satélites sob encomenda para clientes particulares e instituições. Também edita a Biblioteca Espacial Brasileira, com três livros: • Naves Espaciais Tripuladas • Estações Espaciais Volume I • Estações Espaciais Volume II • Co-autor do livro Espaçonaves Tripuladas – editado pela Universidade de Santa Maria/RS.;The company is specialised the History of Space Exploration and Space Technology In general. Contributor to Russkii Kosmos Magazine, from the Russian Space Agency Roscosmos, as a graphic artist specializing in Russian-Soviet space technology (the publication’s only foreign collaborator). The company’s manager is a mechanical draftsman, designer, systems analyst and historian specialised in Astronautics. Spaceman produces graphic arts (3D renderings) of rockets, military missiles and satellites under the client ?s requirement. The renderings are 3000 pixels wide, with an alpha transparent background for printing. Builds custom made rocket and satellite models for private customers and institutions. He also edits the Brazilian Space Library, with three books: • Manned Spaceships • Space Stations Volume I • Space Stations Volume II • Co-author of the book Manned Spaceships - edited by the University of Santa Maria / RS.;Divulgação científica com ênfase na exatidão técnica e histórica da Exploração Espacial.;Reginaldo Miranda Junior;homemdoespacobr@gmail.com;www.homemdoespaco.com;+55 22 99926-57690;Serviços;Renderizações 3D de foguetes e satélites | Edição de livros relacionados ao setor espacial | Construção de modelos em escala de foguetes, naves, satélites e toda a gama de modelos voltados para a exploração espacial
35;HORUSEYE TECH;São José dos Campos;Av. Shishima Hifumi 2911 - Urbanova;A HORUSEYE TECH é uma empresa jovem, porém ela tem base em uma ampla experiência de desenvolvimentos de produtos de tecnologia na sua empresa anterior (unidades de medidas inerciais MEMS e de fibra ótica, sistemas de navegação inercial-GNSS de várias precisões, sistema de monitoramento de sondas de perfuração de mineração, sistemas de monitoramento de movimentos para a indústria do petróleo, boias meteo-oceanográficas, etc.). A partir de 2017 a HORUSEYE TECH desenvolveu projetos na área de sistemas de navegação GNSS-Inercial, e de plataformas para cubesat (nanosatélites), em particular módulos de geração e gerenciamento de energia, de processamento e determinação e controle de atitude. No momento está se preparando para comercializar versões de baixo consumo e altamente miniaturizadas de sistemas inerciais-GNSS do tipo usado em cubesat, robótica e drones, e em julho/2020 obteve apoio PIPE FAPESP 2019/00983-0, para desenvolvimento de módulos de processamento com tolerância a falhas e radiação.;HORUSEYE TECH is a young company, however it is based on extensive experience of technology product developments by its owner in its previous company (MEMS and fiber optic inertial measurement units, GNSS inertial navigation systems of various precision, mining drilling rig monitoring system, motion monitoring systems for the oil industry, meteo-oceanographic buoys, etc.). In 2017, HORUSEYE TECH developed projects in the area of GNSS-Inertial navigation systems, and platforms for cubesat (nanosatellites), in particular modules for power generation and management, processing and determination and attitude control. At the moment it is preparing to commercialize under consumption and highly miniaturized versions of inertial-GNSS systems of the type used in cubesat, robotics and drones, and in October / 2020 obtained support PIPE FAPESP 2019 / 00983-0, for the development of processing modules with fault tolerance and radiation.;Tecnologia Onipresente.;Valter Ricardo Schad;valter.schad@horuseye.com.br;www.horuseye.com.br;+55 12 98268-1871;Satélites | Lançadores | Aplicações | Hardware | Software | Serviços;Sistemas de navegação inercial - GNSS (TRL-4) | Módulos de gerenciamento e geração de energia e de determinação e controle de atitude para cubesat (TRL-7)
36;INBRA AEROSPACE;Mauá;Avenida Papa João XXIII, 5153 – Sertãozinho;A Inbra Aerospace, uma empresa do Grupo Inbra, projeta e fabrica peças de materiais compósitos e soluções especiais de blindagem para a indústria aeroespacial e de defesa.;Inbra Aerospace, an Inbra Group company, designs and manufactures composite material parts and special shielding solutions for the aerospace and defense industry;At the Forefront of Change.;Claudia Cândido;claudiacandido@grupoinbra.com.br;www.grupoinbra.com.br;+55 11 2148-8600 R 239;Aplicações | Serviços;Fabricação de compósitos avançados em fibra de vidro, fibra de carbono, kevlar para peças aeronáuticas e blindagens especiais atendendo as aeronaves comerciais, executivas e militares. | Fabricação de peças monolíticas e painel sanduíche com honeycomb com níveis de criticidade 2 e 3 para aeronaves Embraer e nível 1 para aeronaves Airbus Helicopters. | Fabricação soluções em Blindagem como a porta reforçada instalada nos aviões comerciais da Embraer e anteparos balísticos nível 3 especial para helicópteros da Helibras
37;Innalogics Sistemas Computacionais Ltda.;Florianópolis;Rua Dom Jaime Câmara, 170;Foi criada em 2004 como uma spin-off do GSE da PUC-RS (BR). Em 2010 a Innalogics mudou para Florianópolis, e logo depois que passou a focar em aplicações espaciais, desenvolvendo soluções para missões CubeSat como por exemplo, o FloripaSat-I. Em 2016 iniciou suas operações comerciais em Montpellier, França, onde estabeleceu relacionamento com o LIRMM, embora ainda trabalhe de forma próxima com suas instituições de pesquisa brasileiras (UFSC, SENAI, INPE, UFMA). Hoje, a Innalogics é uma equipe com educação formal em engenharia aeroespacial, elétrica e eletrônica, desenvolvendo tecnologias modernas para as necessidades humanas atuais e futuras.;It was created in 2004 as a spin-off of the GSE from PUC-RS (Brazil). In 2010 Innalogics moved to Florianópolis, and soon after it started to focus on space applications, developing solutions for CubeSat missions such as FloripaSat-I. In 2016, it started its commercial operations in Montpellier, France, where it established a relationship with LIRMM, although it still works closely with its Brazilian research institutions (UFSC, SENAI, INPE, UFMA). Today, Innalogics is a team with formal education in aerospace, electrical and electronic engineering, developing modern technologies for current and future human needs.;Innovation and logics;Gabriel Mariano Marcelino;gabriel.mm8@gmail.com;www.innalogics.com;+55 48 99165-1971;Satélites | Aplicações | Hardware | Software | Infraestrutura | Serviços;INL100 - Computador de bordo para micro e nanossatélites | NL200 - Módulo de rádio para micro e nanossatélites | INL300 - Módulo de gerenciamento de energia para nanossatélites | Unidade de medida inercial (IMU) para veículos lançadores | Desenvolvimento de dispositivos | Soluções embarcadas | Teste e integração | Customização de projetos | Engenharia de Sistemas
38;ITAKAR;Itanhandu;Rua dos Lamins, 519;A Itakar oferece soluções nas áreas de Projeto, Caldeiraria, Usinagem, Montagem e Medição 3D. Nossa expertise de mais de 20 anos como fornecedores diretos das maiores empresas do setor aeronáutico nos permite oferecer uma solução completa aos nosso clientes. Nosso maior diferencial do mercado é ter o know how durante todo o processo de concepção e fabricação dos produtos dos nossos clientes até a efetiva entrega. A empresa hoje se encontra consolidada tanto financeira quanto tecnicamente, possuindo parceiros estratégicos e colaboradores qualificados.;Itakar offers solutions in the areas of Design, Welding, Machining, Assembly and 3D Measurement. Our expertise of more than 20 years as direct suppliers of the largest companies in the aeronautical sector allows us to offer a complete solution to our customers. Our biggest differential of the market is to have the know-how throughout the process of designing and manufacturing our customers’ products until the effective delivery. The company today is consolidated both financially and technically, having strategic partners and qualified employees. Itakar’s commitment to quality is a joint effort among all areas of the company and we are proud to be guided by the most demanding levels of quality.;Soluções Completas de Engenharia;Diego Jacob;diego.jacob@itakar.com.br;www.itakar.com.br;+55 35 3361-2255;Infraestrutura | Serviços;projeto, medição e montagem tridimensional
39;LACE SERVICOS DE ENGENHARIA E REPRESENTACAO LTDA;São José dos Campos;Estrada Doutor Altino Bondesan, Eugênio de Mello, 500, CE IV sala 1303;Com soluções voltadas para as indústrias aeroespacial, de defesa e de testes e medições, a LACE é uma empresa de engenharia eletrônica, especializada em desenvolvimento e fabricação de equipamentos e sistemas complexos, tais como MAGE (Medidas de Apoio à Guerra Eletrônica), RDS (Rádio Definido por Software), circuitos RF, antenas, filtros de EMI-EMC, caixas blindadas, dentre outros.;With solutions aimed at the aerospace, defense and testing and measurement industries, LACE is an electronic engineering company, specialized in the development and manufacture of complex equipment and systems, such as Electronic Warfare Systems (EW), SDR (software-defined radio), RF circuits, antennas, EMI-EMC filters, shielded boxes, and others.;Eletrificando o Futuro;Henrique Lemos de Faria;henrique@laceeng.com.br;www.laceeng.com.br;+55 12 99770-2545;Aplicações | Hardware | Software | Infraestrutura | Serviços;Radio Integrador | BEST - CAIXA PARA TESTE DE PROTEÇÃO ELETROMAGNÉTICA | Expertise em EMI-EM | MRO de produtos eletrônicos complexos | Testes | Desenvolvimento de produtos | Radio Integrator | TRC-1222 HH | LTD - Soluções de Supressores de Surto para Aeronaves LACE | Conversor DC/DC, modelo CDC-1K
40;LATECOERE DO BRASIL INDUSTRIA AERONAUTICA LTDA;Jacareí;Avenida Getúlio Vargas, 3320;Líder na área de Aeroestruturas e sistemas de interconexão, a Latécoère trabalha em estreita colaboração com os principais fabricantes de aeronaves e companhias aéreas do mundo, desde o design até a produção de seus produtos. O Grupo Latécoère atua na indústria aeronáutica há mais de cem anos, investindo de forma consistente em Pesquisa e Desenvolvimento e novas tecnologias para desenvolver soluções de ponta cada vez mais personalizadas de acordo com as necessidades de nossos clientes.;A leader in the field of Aerostructures and Interconnection systems, Latécoère works closely with the major aircraft manufacturers and airlines, from design through to production of its products. The Latécoère Group has been operating in the aeronautics industry for more than one hundred years, consistently investing in R&T and new technology in order to develop cutting-edge solutions increasingly custom-tailored to requirements.;Trabalhando para a indústria do futuro;Diogo Bortolin Barbosa;diogobortolinbarbosa@gmail.com;www.latecoere.aero/en;+55 12 98169-5439;Satélites | Lançadores | Serviços | Outros;Portas aeronáuticas | engenharia de desenvolvimento de itens aeronáuticos e espaciais (estruturas e cablagens)
41;Legado Usinagem Ltda;São José dos Campos;Chácaras Reunidas, Rua Jaguarão, 296;A Legado atua com profundo know- -how no setor espacial, fazendo parte do Programa Espacial Brasileiro desde 2003. A empresa foi responsável pela produção de cerca de 80% do foguete espacial brasileiro, reconhecido internacionalmente, VSB30, incluindo o envelope motor, tubeiras de aço com grafite, empenas, flanges e conexões. No país, somos a única a desenvolver propulsor (envelope motor) para foguetes e conta com a expertise de profissionais capacitados para a manufatura de peças especiais, bem como mão de obra e processos especializados para solda a plasma, qualificada e homologada.;Legado acts with deep know how in the space sector, being part of the Brazilian Space Program since 2003. The company was responsible for the production of about 80% of the internationally recognized VSB30 space rocket, including the motor envelope, graphite steel nozzles, gates, flanges and connections. In the country, the company is the only one to develop rocket propellers and has the expertise of qualified professionals for the manufacture of special parts as well as skilled labor and processes for qualified and approved plasma welding;Um Legado não se cria, se constrói.;RENATO ESPOSITO DUARTE;renato@legadousinagem.com.br;www.legadousinagem.com.br;+55 12 99186-5393;Lançadores | Infraestrutura | Serviços | Outros;Envelope motor do Foguete VSB-30 | Empena trapezoidal (Rebitada) | Módulo de experimento (payload) | Peças para foguete | Ferramentais de apoio ao lançamento de foguetes, estruturas metálicas e peças usinadas para ensaios | Serviços de Usinagem | Serviços de Solda
42;LUNUS Comércio e Representação Eireli;São José dos Campos;Rua Coronel João Cursino, Sobreloja, 33;A LUNUS é uma empresa brasileira de 27 anos estabelecida apenas com recursos brasileiros. Suas principais capacidades estão focadas no fornecimento de equipamentos e sistemas aeroespaciais, sua instalação e manutenção, bem como manutenção e recuperação de instalações de lançadores de foguetes. Além disso, a LUNUS também é representante internacional de empresas americanas e europeias nas áreas aeroespacial e de defesa.;LUNUS is a 27 years old Brazilian company established only with Brazilian resources. Its main capabilities are focused on the supply of aerospace equipment and systems, their installation and maintenance, as well as rocket launching facilities maintenance and retrofit. Additionally, LUNUS is also an international representative of American and European companies in the aerospace and defense areas.;-;Marcus Wellington Andrade De Moraes;marcus@lunus.com.br;www.lunus.com.br;+55 12 99602-1844;Satélites | Lançadores | Infraestrutura | Serviços;Estações de rastreio | Manutenção preventiva e corretiva | Manutenção de sistemas e facilidades de solo para lançamentos de foguetes.
43;MASSUCATO;Campinas;Rui Ildefonso Martins Lisboa Nº430, Bairro Chácara Campos dos Amarias;A Massucato é uma empresa que tem como objetivo, fornecer serviços de usinagem de precisão com qualidade. Desde 1985, buscamos promover melhorias constantes em nossos serviços, visando a satisfação dos nossos clientes e colaboradores. Nossa empresa está equipada com máquinas e ferramentas que nos proporcionam a estabilidade nos processos, e conta também com as Certificações ISO9.000/ AS9.100 garantindo um crescimento sustentável. Instalada em Campinas interior de São Paulo, atendemos as necessidades e expectativas dos nossos clientes, cumprindo todos os requisitos regulamentares e estatuários pertinentes. Atualmente possuímos uma área fabril de 4.000M² e contamos com profissionais altamente qualificados e comprometidos com a empresa. Com isso, garantimos a qualidade dos serviços prestados e a busca constante por novas tecnologias. Com tudo, nos tornamos uma empresa de ponta destacando-se pela qualidade de fabricar os itens com alta complexidade;Massucato is a company that aims to provide quality precision machining services. Since 1985, we have pursued excellence in promoting constant improvements in our services, aiming at the satisfaction of our customers and employees. Our company is equipped with machines and tools that provide us with process stability, and certifications ISO9.000/ AS9.100 ensuring sustainable growth. Installed in Campinas in São Paulo State, we meet the needs and expectations of our customers, complying with all relevant regulatory and statutory requirements. We currently have a manufacturing area of 4,000M² and have highly qualified and committed to the company. With this, we guarantee the quality of the services provided and the cons-tant search for new technologies. However, we have become a leading company, standing out for the quality of manufacturing items with high complexity.;Nossa estrutura, nossos equipamentos e o nosso comprometimento, nos motiva a buscar novos desafios e parceiros que confiam na qualidade dos nossos serviços.;Gisnaldo Alexandre Volpato;gisnaldo.volpato@massucato.com.br;www.massucato.com.br;+55 19 3246-0322;Serviços;Centros de usinagem de 3, 4, 5 eixos, tornos CNC e centros de torneamento
44;Modco Engenharia;São Paulo;Av. Brigadeiro Faria Lima, 1005, 1597;A ModCo Engenharia é uma empresa especializada no desenvolvimento de sistemas embarcados de alta confiabilidade, com foco em aplicações nas áreas de Espaço e Defesa. Possuimos competência transversal demonstrada durante uma década de desenvolvimento de projetos bem sucedidos na área de Engenharia de Sistemas para missões críticas. Atuamos nos seguintes segmentos: - guiagem, navegação e controle - sistemas inerciais autônomos - modelagem e simulação - sensores e atuadores - sistemas de tempo real tolerantes a falha - qualificação de sistemas para missões críticas - verificação e validação independente;ModCo Engenharia is a company specialized in the development of dependable real-time embedded systems, focusing on applications in the fields of Space and Defense. We have a decade-long track record of successful mission critical Systems Engineering projects. We operate in the following segments: - guidance, navigation and control - GPS-denied inertial systems - modeling and simulation - sensor and actuator design - fault tolerant real-time systems - system qualification for mission critical applications - independent verification and validation;Engenharia de Sistemas para Missão Crítica;Leonardo Pinheiro da Silva;pinheirodasilva@gmail.com;www.modco.com.br;+55 11 97105-1875;Hardware | Software | Serviços;P&D GNC: Pesquisa e Desenvolvimento de Sistemas de Guiagem, Navegação e Controle
45;MOOG;São Paulo;Rua Professor Campos de Oliveira, 338;MOOG é uma empresa de mecatrônica, que atua na área de servo controles (controle de movimentos) de alta performance, fornecendo componentes e sistemas para controle de posição, velocidade, força e pressão em aplicações industriais, militares, defesa e aeroespacial. A empresa foi fundada em 1950 por Bill Moog, que inventou a servovalvula eletrohidráulica de dois estágios, no formato ainda utilizado nos dias de hoje. São três os grupos da empresa: Industrial, Aircraft e Defesa. A MOOG é fornecedora de controle de voo para as grandes fabricantes mundiais (Boing, Airbus) e no Brasil, para a EMBRAER. Também fornece sistemas para aviação militar. O grupo de defesa fornece sistema de controle de vários tipos e utilidades, para uso espacial e militar (satélites, mísseis, lançadores, etc) A Moog projeta, fabrica e comercializa componentes e sistemas de controle com atuação eletrohidráulica, ervovalvulas, servobombas, atuadores hidráulicos), atuação eletromecânica (servomotores, redutores, fusos de esferas e de roletes) e atuação eletrohidrostática (combinação das tecnologias anteriores).;MOOG is specialized mechatronics company focused in high performance servo controls (motion control), providing components and systems for position, speed, force and pressure control in industrial, military, defense and aerospace applications. The company was founded in 1950 by Bill Moog, who invented the two-stage electrohydraulic servovalve, that is still used today in its original design. The company has three groups: Industrial, Aircraft and Defense. MOOG supplies flight control systems for the major global manufacturers (Boing, Airbus) and in Brazil, for EMBRAER. It also provides systems for military aviation. The defense group provides a variety of control systems, for space and military use (satellites, missiles, launchers, etc.) Moog designs, manufactures and sells components and control systems based in electro-hydraulic actuation (servovalves, servo pumps, hydraulic actuators), electromechanical actuation (servomotors, reducers, ball screws and roller screws) and electro-hydrostatic actuation (combination of hydraulic and eletromechanical technologies).;High Performance Motion Control.;Mario F. Valdo;mvaldo@moog.com;www.moog.com.br;+55 11 3572-0400;Satélites | Lançadores | Software | Infraestrutura;Aviônica Espacial: e sistemas de controle para satélites e veículos lançadores | Atuação e mecanismos: controle de voo de espaçonaves. | Propulsão: componentes e soluções completas para sistemas de propulsão (tanques de propelentes, válvulas, propulsores e controle de empuxo vetorial). | Energia: sistemas modulares de energia elétrica, hidráulica e pneumática, de uso espacial. | Controle de choque e vibração: sistemas de isolamento de vibração e choque, incluindo SoftRide, ShockWave, adaptadores e suportes de carga útil. | Serviços de engenharia.
46;MTS Sistemas do Brasil LTDA;São José dos Campos;Estrada Doutor Altino Bondensan, 500 - Centro Empresarial II Conj. 1402 e 1404 - Eugênio de Melo;A MTS Sistemas do Brasil traz ao mercado as melhores soluções e produtos de engenharia para teste, simulação e medição. Nos últimos 30 anos, viajamos pelo mundo para encontrar tecnologia inovadora e de ponta para manter nossos clientes na vanguarda do crescimento global e das tendências tecnológicas. Fazemos parceria com nossos clientes para revolucionar produtos e transformar indústrias. Nossos engenheiros de aplicação e serviço altamente qualificados oferecem uma experiência excepcional ao cliente durante toda a vida útil de nossos sistemas e produtos. A MTS Brasil continua investindo em tecnologia e inovação. Estamos inseridos no ecossistema de inovação Aeroespacial e Defesa em nossa unidade ampliada no Parque Tecnológico de São José dos Campos e criamos um espaço para treinamento de clientes, demonstração de produtos, laboratório de manutenção e calibração e centro de engenharia de novos produtos.;MTS Sistemas do Brasil brings to our market the best engineering solutions and products for test, simulation, and measurement. Over the last 30 years, we have traveled the world to find innovative and leading-edge technology to keep our customers at the forefront of global growth and technological trends. We partner with our customers to revolutionize products and transform industries. Our highly qualified application and service engineers provide an exceptional customer experience throughout the life of our systems and products. MTS Brasil continues to invest in technology and innovation. We are located in the ecosystem of innovation for Aerospace and Defense in our facility expanded in Parque Technologico de São José dos Campos and have created a space for customer training, product demonstrations, maintenance, and calibration laboratory, and new product engineering center.;Be Certain;Jessica Rodrigues;jessica.rodrigues@mtsbrasil.com.br;www.mtsbrasil.com.br;+55 11 5501-5300;Hardware | Infraestrutura | Serviços;Acelerômetros | Sensores de pressão | Microfones | Sensores de torque e força | Células de carga
